run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
10,P,20260918,0,0,warmup,0,pair_same_line,786432,1048576,86538,14410351317691217798,2395111,11,11,3085062505416669384,3085062505416669384
10,P,20260918,1,0,warmup,1,stride_1_bis,4194304,1048576,122672,9518173604434932019,1543901,11,11,12406089252390561320,12406089252390561320
10,P,20260918,2,0,warmup,2,stride_1_bis,1048576,1048576,63424,29829098793690740,1412667,11,11,8797231230870489880,8797231230870489880
10,P,20260918,3,0,warmup,3,stride_4097,1048576,1048576,94957,8244635188027791607,1455098,11,11,8797231230870489880,8797231230870489880
10,P,20260918,4,0,warmup,4,stride_1_double,33554432,2097152,3209080,12555449628740181430,3711048,11,11,2484069262252447270,2484069262252447270
10,P,20260918,5,0,warmup,5,stride_513,201326592,1048576,22450854,192269902773654215,11911806,11,11,6767238487407460713,6767238487407460713
10,P,20260918,6,0,warmup,6,random,134217728,1048576,1109519,17703510965668720057,16039539,11,11,4177945556245143550,4177945556245143550
10,P,20260918,7,0,warmup,7,pair_same_line,1048576,1048576,101121,8619219998568378491,2361004,11,11,18225104979565958324,18225104979565958324
10,P,20260918,8,0,warmup,8,pair_same_line,50331648,1048576,3641412,5596144547470338986,16270447,11,11,11986989935345910862,11986989935345910862
10,P,20260918,9,0,warmup,9,pair_split_line,131072,1048576,15206,6532590746774454013,2225079,11,11,3001128330051844307,3001128330051844307
10,P,20260918,10,0,warmup,10,stride_4097,8192,1048576,450,496412901129835847,1367341,11,11,116592947459441664,116592947459441664
10,P,20260918,11,0,warmup,11,random,3145728,1048576,382190,11342672876303949635,4011853,11,11,5656006334247814024,5656006334247814024
10,P,20260918,12,0,warmup,12,stride_1_bis,1572864,1048576,135170,2145220219361114159,1648699,11,11,17309072505711770332,17309072505711770332
10,P,20260918,13,0,warmup,13,stride_4097,32768,1048576,1829,8824594697866002174,1445654,11,11,10598541984122395648,10598541984122395648
10,P,20260918,14,0,warmup,14,stride_1,100663296,1048576,6888853,10075901143519395929,2005725,11,11,12582542619194538179,12582542619194538179
10,P,20260918,15,0,warmup,15,stride_1_double,12582912,2097152,1561526,15870427427963376687,3934850,11,11,12188402557322250359,12188402557322250359
10,P,20260918,16,0,warmup,16,pair_split_line,16777216,1048576,799903,17366648986553203457,11826026,11,11,5752759626611955823,5752759626611955823
10,P,20260918,17,0,warmup,17,stride_1_double,201326592,2097152,7851167,9691830232931760906,3519332,11,11,16898097300211589542,16898097300211589542
10,P,20260918,18,0,warmup,18,random,131072,1048576,4008,1804127739852834504,1191356,11,11,12310067897714183443,12310067897714183443
10,P,20260918,19,0,warmup,19,pair_same_line,393216,1048576,22799,7577739256581207207,1875224,11,11,4306739975305394870,4306739975305394870
10,P,20260918,20,0,warmup,20,stride_4097,6291456,1048576,263567,18441045313211055638,2625663,11,11,13306898192508952259,13306898192508952259
10,P,20260918,21,0,warmup,21,pair_same_line,98304,1048576,9032,8752791922916172619,1765721,11,11,14493614102593500568,14493614102593500568
10,P,20260918,22,0,warmup,22,stride_1,8388608,1048576,167147,10555296244313276603,1582133,11,11,18303280461608560459,18303280461608560459
10,P,20260918,23,0,warmup,23,stride_1_double,3145728,2097152,83097,13227524516287764790,2820680,11,11,17958981837468062183,17958981837468062183
10,P,20260918,24,0,warmup,24,pair_same_line,4096,1048576,113,7751670430892191113,1639736,11,11,16380933407909708456,16380933407909708456
10,P,20260918,25,0,warmup,25,stride_1_double,65536,2097152,5043,16684453762118153142,2826605,11,11,14401013024949000960,14401013024949000960
10,P,20260918,26,0,warmup,26,stride_1_double,100663296,2097152,4730105,14111215039042286916,3738416,11,11,12614604906026881042,12614604906026881042
10,P,20260918,27,0,warmup,27,stride_17,262144,1048576,31957,6051279926230052545,1432104,11,11,3252759155835688704,3252759155835688704
10,P,20260918,28,0,warmup,28,pair_split_line,4096,1048576,482,3315141659174486770,1889421,11,11,6983165964109399229,6983165964109399229
10,P,20260918,29,0,warmup,29,pair_same_line,6291456,1048576,191197,10079825174528487655,5181891,11,11,615769303230730636,615769303230730636
10,P,20260918,30,0,warmup,30,stride_513,65536,1048576,4343,5010958507431738118,1449132,11,11,16423878549329276288,16423878549329276288
10,P,20260918,31,0,warmup,31,pair_split_line,6144,1048576,312,4363493606136841901,1881252,11,11,17223608270789910250,17223608270789910250
10,P,20260918,32,0,warmup,32,stride_1_bis,3145728,1048576,36317,16259670600273033802,1395450,11,11,8602214029844642308,8602214029844642308
10,P,20260918,33,0,warmup,33,pair_same_line,32768,1048576,3492,15713019678349549619,1842312,11,11,11605577537201997376,11605577537201997376
10,P,20260918,34,0,warmup,34,stride_513,8388608,1048576,117001,2924749832134909811,2422577,11,11,18303280461608560459,18303280461608560459
10,P,20260918,35,0,warmup,35,stride_513,12582912,1048576,1501757,5706481532548707454,5799966,11,11,446194662936398502,446194662936398502
10,P,20260918,36,0,warmup,36,stride_1,32768,1048576,963,5419732965925087654,1410030,11,11,10598541984122395648,10598541984122395648
10,P,20260918,37,0,warmup,37,stride_4097,67108864,1048576,4276720,14106322356497237364,6769838,11,11,8404205029375742207,8404205029375742207
10,P,20260918,38,0,warmup,38,stride_4097,393216,1048576,46017,4752556048310043053,1427230,11,11,4076655058221506597,4076655058221506597
10,P,20260918,39,0,warmup,39,stride_1,12288,1048576,433,4841247746690124225,1385055,11,11,14537070945718713585,14537070945718713585
10,P,20260918,40,0,warmup,40,stride_17,786432,1048576,25190,9484715623795785068,1461319,11,11,8393278839900354658,8393278839900354658
10,P,20260918,41,0,warmup,41,stride_4097,4096,1048576,344,15107551728903872512,1412879,11,11,8154595385843253248,8154595385843253248
10,P,20260918,42,0,warmup,42,stride_1,268435456,1048576,10600124,6062828980834693557,1762226,11,11,15744485315924949274,15744485315924949274
10,P,20260918,43,0,warmup,43,stride_17,25165824,1048576,67649,5056557384850059763,7468137,11,11,312089625264523420,312089625264523420
10,P,20260918,44,0,warmup,44,stride_1_bis,24576,1048576,1935,11997021986789918962,1410612,11,11,17560693075027521652,17560693075027521652
10,P,20260918,45,0,warmup,45,pair_same_line,8192,1048576,875,17933044978464506714,1627311,11,11,2033396572533736009,2033396572533736009
10,P,20260918,46,0,warmup,46,pair_same_line,201326592,1048576,2494853,14046399769983865372,18915732,11,11,8797336984735504088,8797336984735504088
10,P,20260918,47,0,warmup,47,stride_1_bis,2097152,1048576,238953,2771228395400863590,1856219,11,11,14577075130308765988,14577075130308765988
10,P,20260918,48,0,warmup,48,random,8388608,1048576,155183,873713706920193941,9436453,11,11,5747338588454542274,5747338588454542274
10,P,20260918,49,0,warmup,49,stride_17,1048576,1048576,19145,4792690924893119077,1442202,11,11,8797231230870489880,8797231230870489880
10,P,20260918,50,0,warmup,50,stride_1_double,16777216,2097152,1525029,5972947843739546963,3611735,11,11,12841062978479921428,12841062978479921428
10,P,20260918,51,0,warmup,51,random,65536,1048576,5129,6220870644850460957,1176061,11,11,7482309820572593172,7482309820572593172
10,P,20260918,52,0,warmup,52,stride_1_double,24576,2097152,1656,15368522411994333247,2819702,11,11,15384954416615803642,15384954416615803642
10,P,20260918,53,0,warmup,53,stride_1_double,2097152,2097152,111480,17160627761700490663,2843793,11,11,10707406186907980360,10707406186907980360
10,P,20260918,54,0,warmup,54,pair_same_line,65536,1048576,5126,5031801719871777920,1715058,11,11,14729195454117565382,14729195454117565382
10,P,20260918,55,0,warmup,55,pair_split_line,1572864,1048576,151813,5599846544472222033,2636466,11,11,4671436451603646684,4671436451603646684
10,P,20260918,56,0,warmup,56,random,25165824,1048576,729205,8664563983476598199,12612682,11,11,5717897197155514133,5717897197155514133
10,P,20260918,57,0,warmup,57,pair_split_line,12288,1048576,1159,9484545953560750230,1884729,11,11,3092040561532465271,3092040561532465271
10,P,20260918,58,0,warmup,58,stride_17,16384,1048576,9,10509397685238767503,1380715,11,11,9548053087369131008,9548053087369131008
10,P,20260918,59,0,warmup,59,pair_same_line,6144,1048576,562,3160668556671699352,1627448,11,11,3804490286057491144,3804490286057491144
10,P,20260918,60,0,warmup,60,pair_split_line,8192,1048576,440,3788599256415334192,1879857,11,11,1167437988881530801,1167437988881530801
10,P,20260918,61,0,warmup,61,pair_same_line,67108864,1048576,5419615,1571188779131293270,16841178,11,11,4757032950585382168,4757032950585382168
10,P,20260918,62,0,warmup,62,pair_same_line,24576,1048576,268,18148376191922046077,1633357,11,11,4993348119653867783,4993348119653867783
10,P,20260918,63,0,warmup,63,stride_1,1048576,1048576,27642,9627762941700544543,1514784,11,11,8797231230870489880,8797231230870489880
10,P,20260918,64,0,warmup,64,random,100663296,1048576,4643652,12741737318532714579,16236609,11,11,2817989517849809742,2817989517849809742
10,P,20260918,65,0,warmup,65,stride_1,524288,1048576,32806,9926438717784177004,1585944,11,11,10061883979847375520,10061883979847375520
10,P,20260918,66,0,warmup,66,stride_4097,65536,1048576,1730,5816330694813918676,1545947,11,11,16423878549329276288,16423878549329276288
