run_id,core,seed,sample,round,phase,position,label,bytes,accesses,start,salt,elapsed_ns,cpu_before,cpu_after,result,expected
24,LP-E,20260918,0,0,warmup,0,pair_split_line,201326592,1048576,13453877,5867377312841049574,105486611,21,21,12589723736971135178,12589723736971135178
24,LP-E,20260918,1,0,warmup,1,stride_513,196608,1048576,11778,14329776750090008709,3941533,21,21,11662605144128544768,11662605144128544768
24,LP-E,20260918,2,0,warmup,2,pair_split_line,49152,1048576,5251,12166195949766307402,5201517,21,21,773723557168572985,773723557168572985
24,LP-E,20260918,3,0,warmup,3,stride_1_double,8388608,2097152,107088,3813596274606979331,8273392,21,21,18159816849507569302,18159816849507569302
24,LP-E,20260918,4,0,warmup,4,stride_1,50331648,1048576,210006,7152177099160295108,4121453,21,21,11887906442688264849,11887906442688264849
24,LP-E,20260918,5,0,warmup,5,stride_1,786432,1048576,47775,12408740846465265860,3784082,21,21,5821424727297020153,5821424727297020153
24,LP-E,20260918,6,0,warmup,6,stride_1,33554432,1048576,1270894,4718358922114770984,4148724,21,21,7597174356849842681,7597174356849842681
24,LP-E,20260918,7,0,warmup,7,stride_1_double,12288,2097152,100,15354970155474426040,7476126,21,21,9361553692243531489,9361553692243531489
24,LP-E,20260918,8,0,warmup,8,pair_same_line,98304,1048576,434,3674335242274888080,5039175,21,21,8628854614598836077,8628854614598836077
24,LP-E,20260918,9,0,warmup,9,pair_same_line,268435456,1048576,19616760,2646706095752039955,62549904,21,21,15330267662714075247,15330267662714075247
24,LP-E,20260918,10,0,warmup,10,random,25165824,1048576,2152066,2972233539550311014,34639742,21,21,2822794387404478614,2822794387404478614
24,LP-E,20260918,11,0,warmup,11,random,131072,1048576,11689,15974082104104010733,4430209,21,21,17687123868411408217,17687123868411408217
24,LP-E,20260918,12,0,warmup,12,stride_17,1572864,1048576,71183,15632555886576790080,5925455,21,21,16688077468308517900,16688077468308517900
24,LP-E,20260918,13,0,warmup,13,pair_same_line,2097152,1048576,170688,10744598230385150537,22775961,21,21,11383842592000855487,11383842592000855487
24,LP-E,20260918,14,0,warmup,14,stride_4097,67108864,1048576,163580,2589703779281182731,39536054,21,21,8146503676117277713,8146503676117277713
24,LP-E,20260918,15,0,warmup,15,stride_1_bis,32768,1048576,2351,17512123835248013295,4316101,21,21,10598541984122395648,10598541984122395648
24,LP-E,20260918,16,0,warmup,16,stride_17,262144,1048576,1868,7318691700524048183,4688338,21,21,3252759155835688704,3252759155835688704
24,LP-E,20260918,17,0,warmup,17,stride_1,100663296,1048576,2740776,3038006554981623789,4823841,21,21,4923299087412388898,4923299087412388898
24,LP-E,20260918,18,0,warmup,18,stride_1_double,24576,2097152,574,10178203981195568692,8585418,21,21,11762763167426054504,11762763167426054504
24,LP-E,20260918,19,0,warmup,19,pair_same_line,100663296,1048576,1879623,17896406381848335476,49930442,21,21,1832784321887260303,1832784321887260303
24,LP-E,20260918,20,0,warmup,20,stride_513,12288,1048576,1087,11724213802283442706,4117877,21,21,3776769180852905984,3776769180852905984
24,LP-E,20260918,21,0,warmup,21,random,65536,1048576,4321,17816301882097295438,4511269,21,21,97735310259266235,97735310259266235
24,LP-E,20260918,22,0,warmup,22,random,100663296,1048576,3218690,8202533811104551039,45812058,21,21,10528393380562738868,10528393380562738868
24,LP-E,20260918,23,0,warmup,23,stride_17,393216,1048576,28550,7118179043829980159,4280011,21,21,4690567443815869878,4690567443815869878
24,LP-E,20260918,24,0,warmup,24,pair_same_line,33554432,1048576,3289494,15486159492361265808,42422981,21,21,15644819998148071519,15644819998148071519
24,LP-E,20260918,25,0,warmup,25,stride_1,1572864,1048576,40546,4772934131390020573,4490045,21,21,4361444229367963396,4361444229367963396
24,LP-E,20260918,26,0,warmup,26,stride_1_bis,6144,1048576,299,5003202095820524832,4102309,21,21,9132883895907835221,9132883895907835221
24,LP-E,20260918,27,0,warmup,27,stride_1,25165824,1048576,1771934,17238223837303724876,4710691,21,21,17800018336363184840,17800018336363184840
24,LP-E,20260918,28,0,warmup,28,pair_same_line,6144,1048576,711,14337081181630303975,5209921,21,21,1120966272712332197,1120966272712332197
24,LP-E,20260918,29,0,warmup,29,pair_split_line,196608,1048576,21154,5465239033283897280,6363375,21,21,2549998321617305901,2549998321617305901
24,LP-E,20260918,30,0,warmup,30,stride_1,12288,1048576,661,4622190936833046484,4424699,21,21,3051348982058200309,3051348982058200309
24,LP-E,20260918,31,0,warmup,31,stride_1_bis,50331648,1048576,6111718,15765557928572707771,4631500,21,21,10380752650218781308,10380752650218781308
