protocol,mode,run_id,seed,affinity,allowed_cpus,warmup_ops,warmup_rounds,sample,round,phase,position,variant,ops,calls_per_op,elapsed_ns,cpu_before,cpu_after,result
interleaved,interleaved,70,20260986,libre,22,0,10,0,0,warmup,0,A_bis,20000,1,110348,17,17,12003729376202631067
interleaved,interleaved,70,20260986,libre,22,0,10,1,0,warmup,1,A,20000,1,110282,17,17,13388752341207548094
interleaved,interleaved,70,20260986,libre,22,0,10,2,0,warmup,2,B,20000,2,227374,17,17,5498100479686856489
interleaved,interleaved,70,20260986,libre,22,0,10,3,1,warmup,0,B,20000,2,220509,17,17,15678933407822229284
interleaved,interleaved,70,20260986,libre,22,0,10,4,1,warmup,1,A_bis,20000,1,110275,17,17,16125824482115589130
interleaved,interleaved,70,20260986,libre,22,0,10,5,1,warmup,2,A,20000,1,110264,17,17,4281310827460075961
interleaved,interleaved,70,20260986,libre,22,0,10,6,2,warmup,0,A,20000,1,110282,17,17,8798977569081862462
interleaved,interleaved,70,20260986,libre,22,0,10,7,2,warmup,1,B,20000,2,220502,17,17,3341022442612287778
interleaved,interleaved,70,20260986,libre,22,0,10,8,2,warmup,2,A_bis,20000,1,110273,17,17,3280026175673740255
interleaved,interleaved,70,20260986,libre,22,0,10,9,3,warmup,0,A,20000,1,115641,17,17,7135602253270300083
interleaved,interleaved,70,20260986,libre,22,0,10,10,3,warmup,1,B,20000,2,220506,17,17,3279038726873626620
interleaved,interleaved,70,20260986,libre,22,0,10,11,3,warmup,2,A_bis,20000,1,110273,17,17,13522723840661568533
interleaved,interleaved,70,20260986,libre,22,0,10,12,4,warmup,0,A,20000,1,110255,17,17,1201625637263182042
interleaved,interleaved,70,20260986,libre,22,0,10,13,4,warmup,1,A_bis,20000,1,110248,17,17,4841186373914004619
interleaved,interleaved,70,20260986,libre,22,0,10,14,4,warmup,2,B,20000,2,220524,17,17,5528361338715502145
interleaved,interleaved,70,20260986,libre,22,0,10,15,5,warmup,0,A_bis,20000,1,110252,17,17,10254933348584268534
interleaved,interleaved,70,20260986,libre,22,0,10,16,5,warmup,1,A,20000,1,116082,17,17,11449397459010508590
interleaved,interleaved,70,20260986,libre,22,0,10,17,5,warmup,2,B,20000,2,220517,17,17,5798984999257029593
interleaved,interleaved,70,20260986,libre,22,0,10,18,6,warmup,0,A,20000,1,110257,17,17,17156505384806496615
interleaved,interleaved,70,20260986,libre,22,0,10,19,6,warmup,1,A_bis,20000,1,110274,17,17,6110707269165758721
