sample,op,latency_ns
0,0,8501616
1,0,38730
1,1,7288
1,2,3349
1,3,2604
1,4,2822
1,5,2686
1,6,2748
1,7,2704
1,8,2930
1,9,3175
1,10,3047
1,11,2770
1,12,2817
1,13,2799
1,14,2560
1,15,2690
1,16,3049
1,17,2656
1,18,2638
1,19,2956
1,20,2905
1,21,2888
1,22,2776
1,23,3019
1,24,2842
1,25,3060
1,26,2719
1,27,22014
1,28,3195
1,29,12206
1,30,7409
1,31,3028
1,32,2948
1,33,2838
1,34,3077
1,35,3246
1,36,10854
1,37,4819
1,38,4116
1,39,6557
1,40,4434
1,41,2915
1,42,4911
1,43,3365
1,44,14278
1,45,4692
1,46,3971
1,47,4072
1,48,3727
1,49,3128
1,50,3849
1,51,6062
1,52,3313
1,53,2889
1,54,3820
1,55,4154
1,56,3600
1,57,3461
1,58,3175
1,59,3560
1,60,4706
1,61,8460
1,62,2938
1,63,5754
1,64,5360
1,65,4253
1,66,4312
1,67,4434
1,68,2825
1,69,2999
1,70,4609
1,71,3684
1,72,4935
1,73,3064
1,74,2820
1,75,3673
1,76,3896
1,77,5158
1,78,2878
1,79,3191
1,80,4465
1,81,2989
1,82,3791
1,83,3694
1,84,5325
1,85,4561
1,86,3367
1,87,3457
1,88,3256
1,89,6063
1,90,44818
1,91,3902
1,92,7271
1,93,3027
1,94,3034
1,95,4023
1,96,3079
1,97,2982
1,98,3886
1,99,4215
1,100,3460
1,101,2831
1,102,2910
1,103,4609
1,104,3421
1,105,4784
1,106,3719
1,107,4957
1,108,3725
1,109,2915
1,110,4750
1,111,3097
1,112,6365
1,113,3058
1,114,2857
1,115,3653
1,116,3715
1,117,4972
1,118,2843
1,119,2956
1,120,4185
1,121,16573
1,122,3491
1,123,6499
1,124,4028
1,125,3464
1,126,5728
1,127,2893
1,128,6241
1,129,3079
1,130,3159
1,131,2840
1,132,3009
1,133,4541
1,134,2876
1,135,2904
1,136,4181
1,137,3391
1,138,6439
1,139,2818
1,140,5496
1,141,2928
1,142,4479
1,143,2867
1,144,2670
1,145,3698
1,146,3806
1,147,5205
1,148,3229
1,149,7980
1,150,4044
1,151,5052
1,152,2994
1,153,4564
1,154,8582
1,155,2820
1,156,4785
1,157,4887
1,158,5353
1,159,2849
1,160,2703
1,161,4747
1,162,2925
1,163,2742
1,164,5537
1,165,4152
1,166,5103
1,167,2954
1,168,3719
1,169,3840
1,170,4991
1,171,2882
1,172,5863
1,173,3696
1,174,2827
1,175,5937
1,176,2967
1,177,4332
1,178,3618
1,179,5213
1,180,3176
1,181,3618
1,182,3649
1,183,2777
1,184,3696
1,185,5753
1,186,3870
1,187,3722
1,188,5088
1,189,2822
1,190,5918
1,191,4378
1,192,4701
1,193,2707
1,194,3068
1,195,5606
1,196,4230
1,197,6040
1,198,3031
1,199,4457
1,200,5871
1,201,3250
1,202,5261
1,203,3836
1,204,5354
1,205,2889
1,206,2971
1,207,2700
1,208,4444
1,209,5134
1,210,5489
1,211,2741
1,212,6154
1,213,2989
1,214,5647
1,215,2939
1,216,78246
1,217,3895
1,218,5478
1,219,3034
1,220,5575
1,221,3011
1,222,5474
1,223,5082
1,224,5607
1,225,3155
1,226,5631
1,227,4582
1,228,5777
1,229,2882
1,230,5455
1,231,4220
1,232,5039
1,233,3195
1,234,4757
1,235,4029
1,236,5348
1,237,2684
1,238,3006
1,239,4854
1,240,4428
1,241,5474
1,242,4207
1,243,4546
1,244,3485
1,245,5621
1,246,2946
1,247,7223
1,248,3671
1,249,5391
1,250,2940
1,251,4592
1,252,2919
1,253,2927
1,254,5005
1,255,2856
2,0,6506591
2,1,6633163
2,2,6583498
2,3,6464496
2,4,6568628
2,5,6554506
2,6,6343836
2,7,6466896
2,8,6510964
2,9,6414127
2,10,6349501
2,11,6434187
2,12,6576748
2,13,6383545
2,14,6543151
2,15,6714836
2,16,6612251
2,17,6852214
2,18,6689109
2,19,6621043
2,20,6609299
2,21,6409282
2,22,6803193
2,23,6459336
2,24,6470313
2,25,6579092
2,26,6688742
2,27,6636650
2,28,6574341
2,29,6631165
2,30,6574461
2,31,6626049
2,32,6541256
2,33,6477299
2,34,6410061
2,35,6382410
2,36,6399656
2,37,6270551
2,38,6450741
2,39,6425713
2,40,6377073
2,41,6364440
2,42,6457671
2,43,6552219
2,44,6615644
2,45,6498768
2,46,6334631
2,47,6447875
2,48,6427641
2,49,6678597
2,50,10919158
2,51,7012356
2,52,7006973
2,53,6953657
2,54,6696758
2,55,7234560
2,56,6952758
2,57,7071955
2,58,7301504
2,59,6757142
2,60,6649092
2,61,6433349
2,62,6375822
2,63,6314633
3,0,6395987
3,1,6334430
3,2,6441040
3,3,6354996
3,4,6407489
3,5,6426673
3,6,6416521
3,7,6395328
3,8,6410216
3,9,6330899
3,10,6471538
3,11,6505068
3,12,6502487
3,13,6375808
3,14,6423470
3,15,6492795
3,16,6704848
3,17,6447733
3,18,6402886
3,19,6417055
3,20,6417182
3,21,6400470
3,22,6409859
3,23,6346934
3,24,6454743
3,25,6894290
3,26,12514274
3,27,6278999
3,28,6339517
3,29,6465575
3,30,6489614
3,31,6353763
3,32,6306152
3,33,6402701
3,34,6417119
3,35,6566976
3,36,6334331
3,37,6327750
3,38,6350569
3,39,6405898
3,40,6427667
3,41,6370146
3,42,6434409
3,43,6387794
3,44,6388965
3,45,6578345
3,46,6702573
3,47,6424241
3,48,6339090
3,49,6346619
3,50,6395944
3,51,6330157
3,52,6438655
3,53,6356510
3,54,6453821
3,55,6326713
3,56,6484482
3,57,6463493
3,58,6436656
3,59,6463713
3,60,6495395
3,61,6361316
3,62,6408025
3,63,6627580
3,64,6828323
3,65,6487102
3,66,6332369
3,67,6398122
3,68,6556980
3,69,6499979
3,70,6536720
3,71,6520810
3,72,6469111
3,73,6922233
3,74,7113015
3,75,6873452
3,76,6711953
3,77,6530056
3,78,7119432
3,79,6688830
3,80,6535068
3,81,6578410
3,82,6543547
3,83,6526164
3,84,6471194
3,85,6511674
3,86,6678725
3,87,6740708
3,88,6945301
3,89,6937911
3,90,6795766
3,91,7470925
3,92,7301087
3,93,6984104
3,94,7006967
3,95,6681574
3,96,6673579
3,97,6929303
3,98,7045678
3,99,7263930
3,100,7426001
3,101,7313208
3,102,7214651
3,103,7346041
3,104,7274524
3,105,7214662
3,106,6946826
3,107,7216895
3,108,7165721
3,109,6886050
3,110,6904868
3,111,7054986
3,112,7423928
3,113,6956259
3,114,6760768
3,115,6777902
3,116,6655207
3,117,6624716
3,118,6621526
3,119,6702494
3,120,6792819
3,121,7031409
3,122,7280227
3,123,7213636
3,124,7336122
3,125,7174688
3,126,7119739
3,127,7102578
3,128,6831984
3,129,7080078
3,130,7373472
3,131,7240767
3,132,7563873
3,133,7220366
3,134,7378625
3,135,7338833
3,136,7375708
3,137,6830633
3,138,6764449
3,139,6852869
3,140,7360321
3,141,6965168
3,142,7096793
3,143,7259526
3,144,7228009
3,145,7292887
3,146,7444371
3,147,7114000
3,148,7387130
3,149,7288849
3,150,7536501
3,151,7310760
3,152,7442810
3,153,7559685
3,154,7475472
3,155,7319106
3,156,7353846
3,157,7206020
