sample,op,latency_ns
0,0,2101591
0,1,2239205
0,2,2140339
0,3,2008829
0,4,2006046
0,5,1942530
0,6,1969506
0,7,1955765
0,8,2155927
0,9,1998694
0,10,2229644
0,11,2396839
0,12,2125366
0,13,2219789
0,14,2450732
0,15,2510978
0,16,2156285
0,17,2329114
0,18,2778454
0,19,2190052
0,20,2127960
0,21,2310626
0,22,2494456
0,23,2434550
0,24,2459622
0,25,2126140
0,26,2006617
0,27,2254124
0,28,2110569
0,29,2105932
0,30,2461177
0,31,2182943
0,32,2466565
0,33,2324407
0,34,2435338
0,35,2210308
0,36,2265262
0,37,2348731
0,38,2408116
0,39,2405355
0,40,2125924
0,41,2045964
0,42,2200346
0,43,2215058
0,44,2149458
0,45,2113071
0,46,2012108
0,47,2051869
0,48,2129916
0,49,2203352
0,50,1968478
0,51,1988148
0,52,2272115
0,53,2387823
0,54,2151029
0,55,2414731
0,56,2229735
0,57,1989012
0,58,1996239
0,59,1986804
0,60,1957740
0,61,1959765
0,62,1996225
0,63,1920448
0,64,1944673
0,65,1934649
0,66,1963646
0,67,2258196
0,68,2208015
0,69,2216779
0,70,2126942
0,71,2362725
0,72,2121106
0,73,2258399
0,74,2157724
0,75,2407325
0,76,2258450
0,77,2153481
0,78,2267308
0,79,2449449
0,80,2169074
0,81,2058274
0,82,2240941
0,83,1927360
0,84,1918815
0,85,2023945
0,86,2321356
0,87,2445862
0,88,2425313
0,89,2166456
0,90,1968501
0,91,2313682
0,92,2409930
0,93,2649410
0,94,2131110
0,95,1992962
0,96,1966977
0,97,1960687
0,98,2053019
0,99,1947358
0,100,1951499
0,101,1986864
0,102,1925357
0,103,1944199
0,104,2106015
0,105,1968372
0,106,1945397
0,107,1925024
0,108,1957892
0,109,1969900
0,110,1921891
0,111,1901173
0,112,1878084
0,113,1930048
0,114,1966795
0,115,1885677
0,116,1946270
0,117,1952727
0,118,2156307
0,119,1974615
0,120,1924793
0,121,1948408
0,122,1973341
0,123,1968292
0,124,1896057
0,125,2247029
0,126,2136342
0,127,2242007
0,128,2663039
0,129,2381222
0,130,2405556
0,131,2111199
0,132,2026112
0,133,2122447
0,134,1988869
0,135,1995736
0,136,2045957
0,137,2155375
0,138,2085368
0,139,2024141
0,140,2302449
0,141,2103412
0,142,1951206
0,143,2018833
0,144,2076871
0,145,1957891
0,146,1944653
0,147,2255497
0,148,2159379
0,149,2071498
0,150,2277260
0,151,2149571
0,152,2272938
0,153,2462845
0,154,2394921
0,155,2230674
0,156,1965588
0,157,1993944
0,158,2044217
0,159,2311179
0,160,1964741
0,161,2189840
0,162,2181871
0,163,2304658
0,164,2407222
0,165,2188540
0,166,2476491
0,167,2116992
0,168,2013597
0,169,1999567
0,170,2275988
0,171,2670771
0,172,2401874
0,173,2462187
0,174,2404624
0,175,2225155
0,176,2370777
0,177,2216715
0,178,1990013
0,179,2294842
0,180,2090683
0,181,2466196
0,182,2437308
0,183,2125503
0,184,2004190
0,185,2013194
0,186,2252980
0,187,2304139
0,188,2170781
0,189,2289814
0,190,2267482
0,191,2129590
0,192,2310663
0,193,2432282
0,194,2158023
0,195,2035828
0,196,2012347
0,197,1967038
0,198,1981919
0,199,1993832
0,200,1959758
0,201,1933969
0,202,1903146
0,203,2170572
0,204,1963580
0,205,2009069
0,206,1957518
0,207,2004299
0,208,1970560
0,209,1887782
0,210,1946120
0,211,1999815
0,212,2032707
0,213,1965335
0,214,1969908
0,215,2224831
0,216,2006748
0,217,1986629
0,218,1967461
0,219,1938061
0,220,1888930
0,221,1969975
0,222,1972493
0,223,1962295
0,224,1980061
0,225,1965228
0,226,1983837
0,227,1975278
0,228,2036511
0,229,1973383
0,230,1955817
0,231,1976973
0,232,1968125
0,233,1986814
0,234,1954338
0,235,1916379
0,236,1967309
0,237,1944059
0,238,1999697
0,239,2234542
0,240,2012282
0,241,1957732
0,242,1972350
0,243,1922522
0,244,1975495
0,245,1926508
0,246,1906248
0,247,1986406
0,248,1946016
0,249,1965473
0,250,1977092
0,251,2504560
0,252,2091737
0,253,1987062
0,254,2256030
0,255,2190749
1,0,1882609
1,1,2223058
1,2,2001788
1,3,2081880
1,4,2004502
1,5,2347729
1,6,2132035
1,7,2002744
1,8,2017255
1,9,2035134
1,10,2258874
1,11,2083414
1,12,2346855
1,13,2386325
1,14,2020616
1,15,2159804
1,16,2063425
1,17,2259251
1,18,2383023
1,19,2279413
1,20,2369767
1,21,2347214
1,22,2689136
1,23,2030037
1,24,2283105
1,25,2076234
1,26,1970504
1,27,2098053
1,28,2045622
1,29,1979722
1,30,2310057
1,31,2347567
1,32,2335239
1,33,2334065
1,34,2057598
1,35,1961005
1,36,1961230
1,37,2088579
1,38,2423980
1,39,2044380
1,40,2018311
1,41,2022466
1,42,2240819
1,43,2401653
1,44,2196988
1,45,2047046
1,46,2285143
1,47,2118719
1,48,2265988
1,49,2032984
1,50,2253423
1,51,2341816
1,52,2392822
1,53,2037690
1,54,1987334
1,55,1946135
1,56,1964190
1,57,1963207
1,58,1912898
1,59,2246816
1,60,2372691
1,61,2038182
1,62,2249505
1,63,2095845
1,64,1986352
1,65,2067528
1,66,2035897
1,67,1931577
1,68,1952265
1,69,1997922
1,70,2015228
1,71,2365418
1,72,2032398
1,73,1927212
1,74,1959941
1,75,1982806
1,76,1968228
1,77,2026651
1,78,1991268
1,79,1972805
1,80,1954347
1,81,1979784
1,82,2259766
1,83,2331911
1,84,2039000
1,85,2041205
1,86,2074248
1,87,2308513
1,88,2062939
1,89,2253663
1,90,2132482
1,91,1991847
1,92,1932102
1,93,1903049
1,94,1949649
1,95,1994741
1,96,1954562
1,97,1940290
1,98,1993606
1,99,2045685
1,100,2234494
1,101,1940944
1,102,1934555
1,103,1922421
1,104,1937238
1,105,1967330
1,106,1967587
1,107,2007203
1,108,1946052
1,109,1983467
1,110,1917786
1,111,1902621
1,112,1958446
1,113,1977014
1,114,1996997
1,115,1915032
1,116,1913279
1,117,1954819
1,118,1976518
1,119,2036756
1,120,1953583
1,121,1971511
1,122,1916117
1,123,1956126
1,124,1868091
1,125,1984225
1,126,1975314
1,127,2024115
1,128,1958190
1,129,1961311
1,130,1925994
1,131,1959948
1,132,1918962
1,133,1988771
1,134,1982551
1,135,1946748
1,136,2209312
1,137,2024124
1,138,2237961
1,139,2148556
1,140,2083188
1,141,2282031
1,142,2379066
1,143,2415212
1,144,2149867
1,145,1930644
1,146,2282985
1,147,2602916
1,148,2032833
1,149,1945750
1,150,1958995
1,151,1959978
1,152,1966789
1,153,2307421
1,154,2013375
1,155,2206299
1,156,2065687
1,157,1963891
1,158,1920856
1,159,2049650
1,160,2016088
1,161,1961742
1,162,1966680
1,163,1985362
1,164,1966800
1,165,1966332
1,166,1914475
1,167,1927497
1,168,1980058
1,169,1932853
1,170,2197272
1,171,1936012
1,172,1961784
1,173,1921952
1,174,1930842
1,175,1940915
1,176,2013667
1,177,1970362
1,178,2099658
1,179,2077653
1,180,2333709
1,181,2084679
1,182,2493913
1,183,2193954
1,184,1974595
1,185,1947502
1,186,2055645
1,187,2064716
1,188,2236795
1,189,2344456
1,190,2408748
1,191,2067982
1,192,2518584
1,193,2236633
1,194,2074616
1,195,2288134
1,196,2153674
1,197,2092491
1,198,2375738
1,199,2028766
1,200,2263223
1,201,2082767
1,202,2293475
1,203,2401473
1,204,2314542
1,205,2372896
1,206,2329544
1,207,2094994
1,208,2054319
1,209,2097236
1,210,2060459
1,211,2055600
1,212,2020552
1,213,2110078
1,214,2038478
1,215,1998339
1,216,1971904
1,217,1868306
1,218,1960926
1,219,1913692
1,220,1917680
