sample,op,latency_ns
0,0,7004334
0,1,7059914
0,2,6774398
0,3,7008848
0,4,7151502
0,5,6964109
0,6,7067085
0,7,6724726
0,8,6664466
0,9,7321902
0,10,7254522
0,11,7292171
0,12,7115927
0,13,7166832
0,14,7350048
0,15,7168662
1,0,125352
1,1,110911
1,2,110568
1,3,110299
1,4,108122
1,5,110335
1,6,108691
1,7,108692
1,8,108944
1,9,110622
1,10,110070
1,11,111450
1,12,108595
1,13,108870
1,14,108541
1,15,108985
1,16,108685
1,17,110250
1,18,109875
1,19,109467
1,20,109286
1,21,109510
1,22,109509
1,23,108483
1,24,109844
1,25,108496
1,26,108737
1,27,115025
1,28,109091
1,29,109047
1,30,108902
1,31,108586
1,32,108521
1,33,108298
1,34,108977
1,35,110665
1,36,109304
1,37,109047
1,38,125780
1,39,108621
1,40,107818
1,41,108037
1,42,108392
1,43,108714
1,44,108066
1,45,109063
1,46,108524
1,47,109621
1,48,107698
1,49,107677
1,50,108379
1,51,108308
1,52,108037
1,53,108310
1,54,107900
1,55,109061
1,56,109885
1,57,109070
1,58,108680
1,59,108845
1,60,108549
1,61,108672
1,62,109231
1,63,108927
1,64,108983
1,65,109760
1,66,109164
1,67,111568
1,68,108895
1,69,109409
1,70,110518
1,71,111190
1,72,111940
1,73,110096
1,74,110535
1,75,111615
1,76,111624
1,77,111570
1,78,112246
1,79,113744
1,80,109427
1,81,109371
1,82,114128
1,83,109453
1,84,109085
1,85,108750
1,86,109149
1,87,108627
1,88,109570
1,89,108535
1,90,109109
1,91,111066
1,92,110370
1,93,110620
1,94,108600
1,95,108806
1,96,116728
1,97,118298
1,98,121166
1,99,118539
1,100,108650
1,101,109413
1,102,108825
1,103,109969
1,104,108631
1,105,108409
1,106,109232
1,107,108573
1,108,109939
1,109,114471
1,110,108658
1,111,110249
1,112,109262
1,113,108322
1,114,108910
1,115,109344
1,116,107276
1,117,107838
1,118,108023
1,119,108134
1,120,108662
1,121,107241
1,122,109099
1,123,109485
1,124,108814
1,125,108686
1,126,110119
1,127,110292
1,128,110146
1,129,109646
1,130,110708
1,131,110431
1,132,109076
1,133,109224
1,134,120648
1,135,111734
1,136,109982
1,137,109426
1,138,109228
1,139,110077
1,140,109753
1,141,109654
1,142,109672
1,143,110794
1,144,110622
1,145,111563
1,146,114996
1,147,111766
1,148,112000
1,149,112028
1,150,111482
1,151,111577
1,152,112193
1,153,112058
1,154,111981
1,155,111281
1,156,110991
1,157,112183
1,158,111292
1,159,111071
1,160,111465
1,161,110984
1,162,111829
1,163,111804
1,164,111090
1,165,111378
1,166,111214
1,167,111652
1,168,111163
1,169,117925
1,170,109711
1,171,109550
1,172,108085
1,173,108460
1,174,108582
1,175,110300
1,176,109295
1,177,109780
1,178,111272
1,179,110211
1,180,109350
1,181,108171
1,182,109767
1,183,108103
1,184,108860
1,185,108796
1,186,108943
1,187,109355
1,188,109581
1,189,109303
1,190,109497
1,191,111624
1,192,114645
1,193,109809
1,194,110363
1,195,124650
1,196,109267
1,197,108948
1,198,108603
1,199,108864
1,200,109502
1,201,109716
1,202,110311
1,203,109567
1,204,109860
1,205,110474
1,206,109543
1,207,108372
1,208,108710
1,209,109066
1,210,114570
1,211,108783
